SUPERMERCADO;Lider;Av. Eyzaguirre  3935, Puente Alto;RM;Eyzaguirre;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;Corrobrar comuna
SUPERMERCADO;Lider;Av. Gabriela Poniente  03960, Pte. Alto, Santiago;RM;Gabriela;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;Corrobrar comuna
SUPERMERCADO;Lider;Avenida La Compañía  440, Graneros;RM;Graneros;Carlos Nuñez;KAM Walmart;Ricardo Zuñiga;Supervisor;
SUPERMERCADO;Lider;AVDA PEDRO FONTOVA;RM;HUECHURABA;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;AVDA AMERICO VESPUCIO;RM;HUECHURABA;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Lider;AVDA INDEPENDENCIA;RM;INDEPENDENCIA;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Unimarc;CALLE VICENTE VALDES 85;RM;PUENTE ALTO;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;Manuel Rodriguez 684;RM;Isla de Maipo;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;Av. Caupolican  1520, Renca;RM;Jaime Guzmán;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;AVDA SANCHEZ FONTECILLA;RM;LA FLORIDA;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;AVDA VICUNA MACKENNA PONIENTE;RM;LA FLORIDA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;AVDA STA AMALIA;RM;LA FLORIDA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Unimarc;AVDA LAS CONDES 14792;RM;LO BARNECHEA;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;AVDA AMERICO VESPUCIO;RM;LA FLORIDA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;CALLE FROILAN ROA;RM;LA FLORIDA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;La Florida Sotero del Rio;RM;LA FLORIDA;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;Sofia Carmona 301;RM;La Granja;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;Avda Gabriela;RM;La Pintana;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Lider;AVDA JORGE ALESSANDRI;RM;LA REINA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;AVDA PRINCIPE DE GALES;RM;LA REINA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;Av. Baquedano  862, Lampa;RM;LAMPA;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;AVDA APOQUINDO;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;AVDA IV CENTENARIO;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;AVDA AMERICO VESPUCIO NORTE;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;CALLE CAMINO EL ALBA;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Unimarc;AVDA PORTUGAL 56;RM;SANTIAGO;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;AVDA TOMAS MORO;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;PSJE RIO MAULE;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Unimarc;AVDA JOSE ALCALDE DELANO 10497;RM;LO BARNECHEA;Tomás Mackenna;KAM SMU;;;
SUPERMERCADO;Lider;CALLE LA PLAZA;RM;LAS CONDES;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;CALLE EL RODEO;RM;LO BARNECHEA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;AVDA LAS CONDES;RM;LO BARNECHEA;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;CALLE NEPTUNO;RM;LO PRADO;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Lider;Av. P. Hurtado  13310 Los Morros, San Bernardo;RM;Los Morros;Carlos Nuñez;KAM Walmart;Silas Ancar;Supervisor;
SUPERMERCADO;Lider;AVDA JOSE PEDRO ALESSANDRI;RM;MACUL;Carlos Nuñez;KAM Walmart;Leonardo Poblete;Supervisor;
SUPERMERCADO;Lider;CALLE CRNEL RAMON FREIRE;RM;MAIPÚ;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;Americo vespucio 1122, Maipu;RM;MAIPÚ;Carlos Nuñez;KAM Walmart;Alex Barrera;Supervisor;
SUPERMERCADO;Lider;AVDA AMERICO VESPUCIO;RM;MAIPÚ;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Lider;CALLE CRNEL RAMON FREIRE;RM;MAIPÚ;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
SUPERMERCADO;Lider;AVDA LOS PAJARITOS;RM;MAIPÚ;Carlos Nuñez;KAM Walmart;Eduardo Castañeda;Supervisor;
